Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,1441,812.4767,Success,5.91,1.79,1.35,-2.10
2,1441,-151.9185,Crash,9.27,2.47,2.23,-4.51
3,1441,-162.5056,Crash,10.41,2.46,3.97,-4.53
4,1441,825.0228,Success,4.35,2.82,2.60,-2.53
5,1441,828.3529,Success,3.83,2.89,2.87,-1.78
6,1441,-149.8331,Crash,8.09,3.4,3.32,-5.66
7,1441,-127.7,Crash,2.67,2.31,1.25,-4.07
8,1441,825.0557,Success,2.17,2.78,3.68,-1.76
9,1441,-136.3735,Crash,5.7,2.96,3.03,-4.67
10,1441,796.166,Success,8.26,1.7,1.71,-2.78
11,1441,-165.9417,Crash,11.53,2.22,3.16,-5.07
12,1441,826.7065,Success,3.52,2.26,2.56,-1.63
13,1441,792.9289,Success,4.98,1.74,3.41,-4.15
14,1441,807.6181,Success,7.18,1.27,1.44,-3.47
15,1442,-148.9811,Crash,7.43,3.51,3.64,-5.08
16,1442,809.659,Success,6.89,1.4,1.18,-3.53
17,1442,826.2971,Success,5.28,0.55,0.66,-3.29
18,1442,833.785,Success,3.66,1.32,1.70,-0.91
19,1442,819.0105,Success,3.5,3.87,4.04,-1.38
20,1442,829.8326,Success,4.33,2.47,2.49,-3.03
21,1442,-154.7563,Crash,9.78,2.72,2.28,-7.56
22,1442,819.3868,Success,4.8,2.65,2.75,-2.25
23,1442,-119.4146,Crash,3.16,0.65,2.24,-1.70
24,1442,-145.5469,Crash,8.01,2.4,2.71,-5.21
25,1442,817.2754,Success,5.47,2.78,2.39,-3.93
26,1442,820.9558,Success,5.06,3.41,3.54,-3.18
27,1442,-140.7923,Crash,7.44,2.19,1.99,-5.60
28,1442,-139.1131,Crash,6.69,2.31,2.35,-4.76
29,1442,-135.6255,Crash,6.12,1.85,2.05,-5.09
30,1442,-143.4237,Crash,7.21,2.67,2.85,-4.88
31,1442,809.2474,Success,6.04,2.69,2.66,-3.05
32,1442,853.364,Success,2.16,0.58,0.45,-0.79
33,1443,-161.4365,Crash,9.89,2.34,4.57,-5.52
34,1443,838.5014,Success,3.77,0.6,0.46,-1.81
35,1443,822.3432,Success,4.86,2.81,2.96,-2.97
36,1443,-143.3542,Crash,6.46,3.82,3.81,-4.86
37,1443,818.6865,Success,5.53,1.59,1.33,-1.63
38,1443,-152.8747,Crash,7.19,3.89,3.00,-4.04
39,1443,-153.4603,Crash,9.96,2.35,2.45,-5.74
