Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,1901,-191.0984,Crash,22.52,1.52,2.30,-5.35
2,1901,777.1677,Success,20.13,0.97,0.37,-3.55
3,1901,-178.8706,Crash,19.61,0.86,1.56,-4.08
4,1901,751.0099,Success,23.6,2.31,2.32,-1.61
5,1901,741.1092,Success,24.18,3.34,3.93,-3.39
6,1901,750.5974,Success,21.42,3.01,4.19,-3.25
7,1901,766.3637,Success,23.67,0.29,1.89,-4.01
8,1901,-205.1035,Crash,25.65,2.74,2.23,-4.83
9,1901,747.1166,Success,23.2,3.57,3.51,-3.63
10,1901,752.5088,Success,22.37,2.07,4.87,-2.89
11,1902,731.1125,Success,25.3,3.24,4.47,-3.58
12,1902,754.0706,Success,23.55,2.05,2.94,-3.37
13,1902,-194.3855,Crash,21.92,2.69,2.47,-2.21
14,1902,750.0546,Success,21.47,3.12,4.10,-1.56
15,1902,766.5844,Success,21.89,0.56,2.35,-1.75
16,1902,745.5488,Success,25.33,2.74,3.19,-3.55
17,1902,729.1506,Success,23.75,2.72,1.50,-1.04
18,1902,758.8362,Success,20.07,1.94,4.17,-3.62
19,1902,742.9011,Success,24.55,3.02,4.38,-4.03
20,1903,757.4981,Success,24.55,1.41,0.66,-3.40
21,1903,742.6354,Success,25.85,2.28,1.50,-3.49
22,1903,766.3055,Success,19.18,2.01,3.38,-2.84
23,1903,749.071,Success,24.96,1.51,2.69,-3.69
24,1903,760.6734,Success,24.1,1.29,1.98,-2.46
25,1903,-204.0269,Crash,24.14,2.86,2.40,-5.59
26,1903,733.0835,Success,26.25,3.2,2.67,-3.14
27,1903,747.5843,Success,24.66,2.13,2.70,-2.75
28,1903,754.3065,Success,23.3,2.62,1.40,-3.27
29,1903,764.3743,Success,21.05,2.58,1.79,-4.27
30,1904,760.1198,Success,21.12,2.84,4.12,-3.96
31,1904,747.5815,Success,26.35,1.76,1.13,-3.73
32,1904,757.3455,Success,19.82,2.41,1.50,-0.74
33,1904,760.7078,Success,21.92,1.79,3.04,-3.25
34,1904,760.9302,Success,19.41,3.48,3.34,-3.09
35,1904,-200.0634,Crash,26.43,1.29,0.08,-5.74
36,1904,759.3445,Success,21.61,1.04,2.26,-1.18
37,1904,-206.5359,Crash,25.91,1.38,5.79,-1.71
38,1904,-185.1352,Crash,20.28,0.81,3.53,-2.40
39,1904,772.3568,Success,19.52,2.06,0.65,-4.16
40,1905,-193.6576,Crash,21.84,2.44,2.62,-5.24
41,1905,-213.9349,Crash,26.61,3.02,3.14,-4.99
42,1905,763.0347,Success,22.51,1.8,0.19,-3.27
43,1905,756.5031,Success,22.77,1.83,3.68,-1.52
44,1905,755.2938,Success,20.22,3.4,5.14,-2.81
45,1905,738.3911,Success,25.82,2.23,3.71,-2.30
46,1905,754.1617,Success,21.61,2.87,2.78,-2.97
47,1905,-198.9353,Crash,21.96,2.54,4.44,-3.03
48,1905,747.275,Success,23.45,2.9,4.10,-2.25
49,1905,746.8002,Success,22.86,2.48,5.25,-3.38
50,1906,736.9548,Success,25.11,2.5,4.39,-1.49
51,1906,762.7872,Success,21.87,1.71,1.36,-2.41
52,1906,-198.4438,Crash,20.84,2.07,6.25,-2.45
53,1906,754.3006,Success,23.01,2.33,1.22,-2.10
54,1906,742.6759,Success,26.03,1.44,3.08,-0.70
55,1906,766.5598,Success,21.2,1.67,0.90,-2.26
56,1906,750.1911,Success,23.21,2.35,1.03,-1.40
57,1906,751.1515,Success,21.03,2.57,4.25,-2.04
58,1906,750.476,Success,21.94,3.09,4.78,-3.21
59,1906,751.3439,Success,21.3,3.95,4.18,-2.01
60,1907,758.0023,Success,20.6,3.2,3.16,-2.91
61,1907,742.2539,Success,25.71,2.87,3.17,-3.67
62,1907,-650.7582,OutOfBounds,22.65,2.49,25.40,-0.61
63,1907,736.6941,Success,25.9,2.43,3.47,-2.61
64,1907,-189.0989,Crash,20.92,2.12,2.62,-4.74
65,1907,749.1075,Success,24.85,1.77,3.28,-2.61
66,1907,765.3327,Success,23.53,0.79,1.96,-3.21
67,1907,749.3222,Success,25.15,1.07,3.98,-1.95
68,1908,-187.1998,Crash,22.37,1.07,2.63,-2.11
69,1908,752.7605,Success,24.43,1.93,1.75,-2.82
70,1908,770.6425,Success,20.35,1.81,1.01,-3.43
71,1908,-203.1097,Crash,21.79,3.67,3.32,-5.13
72,1908,736.7038,Success,24.39,3.63,4.45,-1.96
73,1908,748.8853,Success,25.57,1.01,3.76,-2.01
74,1908,-198.388,Crash,20.11,2.81,4.56,-0.79
75,1908,765.4583,Success,19.61,2.53,3.52,-3.10
76,1908,-190.772,Crash,24.12,0.85,1.70,-5.04
77,1908,769.7001,Success,21.28,0.72,2.37,-3.10
78,1909,759.1252,Success,20.91,1.76,3.02,-1.72
79,1909,752.8063,Success,20.99,2.85,4.72,-1.56
80,1909,755.3365,Success,22.13,2.18,1.99,-2.28
81,1909,726.4622,Success,26.31,3.89,1.55,-2.40
82,1909,730.9946,Success,24.99,3.31,3.77,-1.07
83,1909,737.3292,Success,25.08,2.78,2.93,-1.97
84,1909,759.4992,Success,24.84,1.17,0.46,-4.22
85,1909,759.9112,Success,22.89,0.76,1.98,-1.50
86,1909,751.5443,Success,25.92,1.5,1.18,-2.65
87,1909,760.577,Success,22.29,1.68,2.44,-2.12
88,1910,750.2592,Success,24.33,1.46,3.08,-1.81
89,1910,763.0669,Success,25.51,0.43,0.60,-3.97
90,1910,737.3809,Success,26.39,2.7,3.14,-2.07
91,1910,745.208,Success,25.98,1.59,3.05,-3.33
92,1910,736.1107,Success,26.33,3.02,3.18,-2.45
93,1910,758.8574,Success,22.86,1.69,1.69,-2.64
94,1910,742.521,Success,19.42,4.15,6.91,-2.27
95,1910,732.3773,Success,24.73,3.2,5.53,-1.87
96,1910,762.1416,Success,20.81,2.1,3.37,-1.83
97,1911,746.3727,Success,22.31,2.41,4.57,-1.71
