Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,2401,700.6254,Success,41.44,4.17,3.92,-4.09
2,2401,718.1198,Success,35.99,3.3,4.25,-2.58
3,2401,714.5493,Success,37.81,3.56,3.74,-3.20
4,2401,-233.0806,Crash,37.01,1.91,2.00,-4.79
5,2401,728.1415,Success,39.13,1.26,2.21,-3.61
6,2401,739.0382,Success,34.1,1.94,2.65,-2.81
7,2401,711.1769,Success,40.34,3.08,1.12,-1.65
8,2402,-265.8017,Crash,42.36,3.16,4.85,-4.70
9,2402,717.5938,Success,35.71,2.78,5.11,-0.86
10,2402,708.6803,Success,41.26,2.31,3.69,-3.60
11,2402,716.8125,Success,36.63,3.59,3.47,-2.98
12,2402,717.6029,Success,34.76,2.93,5.65,-2.11
13,2402,699.7486,Success,41.98,3.2,4.28,-4.28
14,2402,727.7553,Success,36.87,2.7,0.78,-3.44
15,2402,710.6851,Success,41.47,2.69,2.74,-3.10
16,2403,682.0456,Success,44.02,3.13,6.80,-2.17
17,2403,712.4631,Success,39.43,2.74,5.04,-2.33
18,2403,722.9843,Success,37.21,2.44,2.07,-1.77
19,2403,704.4639,Success,42.18,2.89,3.69,-3.62
20,2403,739.2683,Success,33.96,1.76,2.27,-3.23
21,2403,732.099,Success,35.86,2.06,1.20,-4.15
22,2403,713.0617,Success,35.66,2.24,4.73,-1.20
23,2403,722.0985,Success,36.48,2.45,4.26,-3.51
24,2404,-247.2091,Crash,40.31,2.24,2.84,-4.54
25,2404,-238.128,Crash,42.8,0.59,0.28,-4.63
26,2404,717.6935,Success,38.53,2.73,1.69,-3.93
27,2404,-252.1709,Crash,39.45,2.53,3.28,-5.10
28,2404,728.8214,Success,42.2,1.07,0.99,-2.99
29,2404,732.2444,Success,33.23,2.56,3.40,-0.91
30,2404,744.7206,Success,33.11,2.5,2.65,-4.07
31,2404,732.7022,Success,34.87,2.07,2.35,-4.07
32,2405,704.8123,Success,43.14,2.04,3.60,-3.87
33,2405,722.8127,Success,38.36,2.71,2.90,-3.44
34,2405,726.6238,Success,39.27,0.72,2.04,-2.15
35,2405,715.5021,Success,37.6,3.97,2.96,-4.08
