Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,641,-704.324,OutOfBounds,8.84,2.8,39.30,-6.14
2,642,-639.7723,TimeLimit,3.03,6.12,28.60,-7.36
3,642,-855.983,MissedZone,4.02,1.64,26.88,-14.25
4,643,-571.9032,MissedZone,6.28,3.22,9.13,-6.97
5,644,-866.4488,OutOfBounds,5.42,3.91,36.88,-0.57
6,644,-1135.8131,CeilingHit,4.65,5.47,16.26,2.04
7,645,-561.6567,MissedZone,8.91,1.78,26.67,-9.60
8,645,-1112.2909,OutOfBounds,4.23,3.94,37.84,-5.43
9,646,-948.9623,OutOfBounds,4.61,5.4,36.77,-6.64
10,646,-954.0795,CeilingHit,5.55,2.27,11.81,1.53
11,647,-398.3871,MissedZone,9.26,5.17,14.19,-6.78
12,647,-590.7081,OutOfBounds,10.6,3.79,36.93,0.41
13,648,-466.4688,MissedZone,7.85,2.32,18.45,-10.71
14,648,-430.8467,MissedZone,10.31,6.03,19.09,-11.40
15,648,-608.56,OutOfBounds,11.37,3.95,38.87,-9.47
16,649,-1056.3704,OutOfBounds,3.67,4.13,35.35,-12.24
17,649,-538.151,MissedZone,3.58,2.94,33.18,-10.92
18,650,-420.458,MissedZone,8.62,2.27,26.47,-8.57
19,650,-703.07,OutOfBounds,6.57,3.41,35.23,-7.82
