Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,1941,758.786,Success,22.66,2.66,3.88,-3.63
2,1941,759.1308,Success,23.36,2.2,3.50,-4.31
3,1941,-209.2179,Crash,23.85,2.81,3.69,-3.61
4,1941,739.9698,Success,27.65,1.52,2.30,-1.83
5,1941,739.7007,Success,26.11,3.33,3.87,-3.39
6,1941,724.0551,Success,30.32,3.38,4.68,-4.37
7,1941,-212.3257,Crash,30.27,0.86,3.84,-12.37
8,1941,-218.1918,Crash,29.26,2.94,3.53,-5.59
9,1941,-198.0922,Crash,23.05,2.07,3.63,-6.25
10,1942,-207.6901,Crash,29.17,1.4,2.59,-5.13
11,1942,750.9425,Success,22.86,2.63,1.96,-1.66
12,1942,-197.5612,Crash,23.46,1.26,4.47,-4.78
13,1942,-225.7224,Crash,29.81,2.96,5.21,-7.08
14,1942,749.9194,Success,27.52,1.38,0.41,-2.73
15,1942,-196.8029,Crash,24.15,2.27,0.77,-5.00
16,1942,-208.2732,Crash,28.72,1.64,2.85,-4.98
17,1942,742.6005,Success,23.02,3.18,3.19,-3.28
18,1942,731.7934,Success,28.4,3.2,4.12,-3.99
19,1942,-207.3546,Crash,31.0,1.33,1.24,-5.85
20,1943,751.7145,Success,27.57,1.54,0.90,-4.26
21,1943,737.7277,Success,27.3,1.81,2.92,-2.65
22,1943,759.0639,Success,24.01,0.99,2.04,-3.52
23,1943,768.0381,Success,23.17,0.76,1.15,-3.76
24,1943,-214.4897,Crash,26.0,2.6,5.88,-8.17
25,1943,742.3266,Success,24.01,3.37,3.89,-2.39
26,1943,725.9152,Success,25.79,3.58,6.16,-2.30
27,1943,-213.6292,Crash,30.12,1.86,2.25,-7.88
28,1943,-207.9392,Crash,26.88,2.47,2.48,-8.24
29,1943,-204.3063,Crash,27.94,1.63,1.67,-7.24
30,1944,739.889,Success,29.48,2.19,1.50,-3.87
31,1944,755.1794,Success,24.13,1.93,1.21,-2.32
32,1944,739.6046,Success,26.02,1.99,3.23,-1.12
33,1944,746.2412,Success,23.02,2.37,3.67,-2.34
34,1944,741.5878,Success,28.44,1.42,3.12,-2.75
35,1944,-215.3701,Crash,26.75,3.21,4.64,-5.32
36,1944,-212.9616,Crash,31.22,2.02,1.42,-5.65
37,1944,767.4584,Success,24.21,0.27,2.24,-4.25
38,1944,744.0562,Success,28.66,1.75,1.64,-3.14
39,1945,736.6148,Success,29.92,2.31,2.12,-3.06
40,1945,-233.0563,Crash,30.22,2.64,6.36,-0.96
41,1945,709.8348,Success,31.61,1.65,5.32,-1.27
42,1945,728.5486,Success,30.63,2.72,2.17,-3.97
43,1945,741.6139,Success,25.83,2.67,1.83,-1.54
44,1945,-219.6127,Crash,31.52,1.78,5.06,-3.84
45,1945,707.5426,Success,30.46,3.3,5.49,-1.84
46,1945,742.5103,Success,29.79,0.92,1.45,-2.80
47,1946,743.2011,Success,27.34,1.28,2.83,-1.46
48,1946,734.252,Success,28.22,1.7,4.10,-3.98
49,1946,744.4713,Success,27.43,1.9,2.57,-1.62
50,1946,-214.6499,Crash,22.9,3.95,3.99,-4.98
51,1946,748.3005,Success,24.5,1.37,2.55,-1.02
52,1946,756.1555,Success,24.34,1.19,4.02,-2.44
53,1946,-219.3365,Crash,29.98,2.36,3.81,-0.84
54,1946,741.607,Success,27.17,1.3,3.48,-2.37
55,1947,739.3148,Success,25.45,2.29,4.01,-3.11
56,1947,725.4103,Success,25.53,3.04,6.09,-2.60
57,1947,749.1163,Success,23.94,2.43,2.72,-1.65
58,1947,741.8084,Success,24.25,2.77,2.20,-2.01
59,1947,-208.0368,Crash,25.45,3.02,2.04,-3.54
60,1947,735.6726,Success,27.61,1.43,4.70,-0.86
61,1947,722.708,Success,30.49,2.96,3.77,-1.53
62,1947,-196.615,Crash,22.74,1.31,5.16,-6.84
63,1947,-203.9626,Crash,25.08,0.38,6.20,-1.84
64,1948,744.9065,Success,26.5,1.59,2.01,-0.59
65,1948,724.1919,Success,23.93,2.76,4.62,-1.43
66,1948,734.3017,Success,27.17,2.82,0.30,-2.96
67,1948,749.2736,Success,27.71,0.98,2.17,-2.63
68,1948,738.934,Success,28.68,1.71,3.16,-2.75
69,1948,746.9225,Success,24.82,1.07,5.84,-0.68
70,1948,734.6353,Success,25.86,2.26,2.28,-0.70
71,1948,751.7854,Success,25.31,1.36,2.02,-2.41
72,1949,-220.4313,Crash,27.73,3.22,4.71,-1.13
73,1949,737.1532,Success,27.53,1.37,3.56,-2.97
74,1949,758.72,Success,23.15,1.86,0.58,-3.36
75,1949,748.2595,Success,25.76,1.93,1.99,-3.29
76,1949,754.8408,Success,22.95,2.33,3.60,-3.06
77,1949,-224.1325,Crash,31.35,2.92,1.88,-3.22
78,1949,-209.4096,Crash,30.32,0.9,2.79,-4.73
79,1949,748.7286,Success,28.3,0.79,2.44,-3.73
80,1949,-206.5629,Crash,22.84,3.34,3.12,-6.59
81,1950,742.009,Success,31.61,0.86,1.02,-4.42
82,1950,735.3087,Success,28.26,1.9,3.41,-3.65
83,1950,-213.8014,Crash,29.87,1.4,2.73,-5.27
