Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,1641,798.757,Success,7.26,3.1,2.81,-2.95
2,1641,771.6822,Success,4.59,2.99,4.34,-1.88
3,1641,790.9587,Success,7.6,1.39,2.59,-2.50
4,1641,825.5193,Success,5.38,0.61,0.47,-4.26
5,1641,812.9943,Success,5.82,3.11,3.27,-2.61
6,1641,800.5689,Success,7.2,3.28,3.16,-3.65
7,1641,797.7776,Success,7.81,3.69,3.56,-4.48
8,1641,796.8907,Success,8.2,1.14,2.31,-2.65
9,1641,815.0004,Success,4.55,3.0,3.05,-2.49
10,1641,804.9427,Success,7.26,2.23,2.69,-3.35
11,1641,809.8135,Success,4.51,3.12,3.14,-2.33
12,1641,811.4137,Success,5.99,2.93,2.97,-3.78
13,1641,793.0516,Success,8.61,3.71,3.78,-4.17
14,1641,819.074,Success,4.26,1.26,1.38,-2.56
15,1642,818.0582,Success,5.16,2.12,2.38,-3.08
16,1642,793.9993,Success,8.36,1.83,2.81,-2.14
17,1642,801.2771,Success,7.99,3.06,2.85,-4.25
18,1642,826.3043,Success,4.05,2.88,3.15,-1.84
19,1642,799.9481,Success,7.37,2.8,2.76,-2.69
20,1642,816.2346,Success,6.59,1.63,1.86,-4.44
21,1642,825.3823,Success,4.27,3.36,3.42,-4.01
22,1642,817.3489,Success,3.86,3.06,2.73,-1.37
23,1642,810.6687,Success,5.81,2.43,3.13,-3.11
24,1642,-144.0041,Crash,7.49,2.59,2.23,-4.96
25,1642,830.4475,Success,4.17,2.19,2.14,-3.00
26,1642,793.6792,Success,4.28,3.62,5.11,-2.18
27,1642,-144.6865,Crash,7.88,2.33,2.35,-5.29
28,1642,-141.1347,Crash,7.37,2.12,2.37,-4.67
29,1642,812.5923,Success,6.06,2.02,1.82,-3.78
30,1642,-133.4738,Crash,6.9,0.47,0.51,-4.52
31,1642,815.4223,Success,5.04,2.59,2.62,-2.55
32,1642,-140.6527,Crash,7.63,1.38,1.55,-5.17
33,1643,-146.303,Crash,8.12,2.35,2.42,-4.87
