Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,781,-284.7336,MissedZone,5.71,5.17,20.89,-1.21
2,781,-310.9413,MissedZone,4.79,6.02,22.88,-3.78
3,781,874.4224,Success,3.81,4.81,4.85,-1.72
4,781,-129.6531,Crash,4.35,2.11,3.70,-2.18
5,781,-227.4032,Spin,11.69,2.16,3.02,-3.22
6,781,-140.657,Crash,6.56,4.28,4.25,-3.53
7,781,877.2486,Success,2.75,3.09,3.41,-1.46
8,781,-151.3121,Crash,8.59,5.25,5.39,-6.49
9,781,-139.8062,Crash,8.3,2.42,2.68,-6.94
10,781,-251.4001,Spin,11.18,5.94,5.90,-3.97
11,782,-232.7177,Spin,10.86,5.73,5.48,0.45
12,782,-152.9559,Crash,9.5,4.72,3.99,-5.26
13,782,-220.6733,Spin,13.73,2.3,2.45,2.66
14,782,-212.3846,Spin,15.5,0.81,1.08,1.02
15,782,-223.2234,Spin,13.87,2.88,3.10,0.07
16,782,876.1653,Success,2.87,5.18,4.85,-1.49
17,782,-300.0983,Spin,9.39,7.06,9.42,-1.42
18,782,-269.9244,Spin,5.0,3.86,11.61,-0.71
19,782,-242.2808,Spin,13.75,4.73,4.54,3.73
20,782,836.6933,Success,7.44,2.78,3.03,-2.10
21,782,-222.7892,Spin,14.55,4.08,4.06,0.75
22,782,-150.4717,Crash,9.28,2.6,4.06,-2.94
23,783,885.8866,Success,2.57,4.64,4.40,-1.45
24,783,-219.9916,Spin,11.98,2.63,2.68,2.59
25,783,898.5308,Success,1.87,4.46,4.43,-0.57
26,783,-228.1236,Spin,13.75,3.77,2.94,2.10
27,783,887.9688,Success,2.9,1.83,2.04,-2.19
28,783,-227.4041,Spin,12.94,5.16,4.70,-0.45
29,783,-229.1888,Spin,12.7,4.1,3.68,-1.08
30,783,-245.9225,Spin,11.77,6.2,5.52,-2.17
31,783,-226.4806,Spin,13.3,3.88,3.85,-1.14
32,783,-245.177,Spin,10.23,1.08,2.05,-3.08
33,783,-219.1634,Spin,14.03,2.99,3.30,-1.38
34,783,864.1145,Success,4.36,4.63,4.83,-3.42
35,783,-264.1321,Spin,2.9,6.74,6.45,1.27
36,783,876.6268,Success,3.44,4.17,4.09,-2.11
37,783,-241.6661,Spin,10.37,5.58,5.33,-0.99
38,783,-147.376,Crash,6.79,5.41,5.90,-3.77
39,784,854.7239,Success,7.1,0.51,2.27,-1.22
40,784,854.3054,Success,5.08,6.55,6.65,-2.33
41,784,897.7308,Success,2.36,1.77,1.79,-1.57
42,784,879.6062,Success,3.9,1.02,0.73,-0.91
43,784,-158.2426,Crash,8.85,6.16,6.32,-5.41
44,784,-231.1738,Spin,13.56,4.26,3.28,1.31
45,784,-234.7931,Spin,11.74,4.05,5.84,2.76
46,784,-221.5249,Spin,16.12,3.93,4.37,-0.23
47,784,-232.1832,Spin,5.75,1.7,5.48,-2.60
48,784,-169.3186,Crash,9.0,6.44,7.78,-4.66
49,784,867.9612,Success,3.94,5.31,5.54,-3.15
50,784,-148.0333,Crash,8.42,4.45,4.32,-6.29
51,784,-249.88,Spin,10.23,4.06,4.93,-4.16
52,784,873.2048,Success,3.86,4.45,4.57,-2.18
53,785,-287.6572,Spin,4.3,4.07,11.97,3.58
54,785,-228.8461,Spin,14.06,3.01,4.11,0.87
55,785,-240.6569,Spin,16.56,6.36,5.65,0.48
56,785,-144.8086,Crash,8.32,3.96,3.93,-4.58
57,785,899.6304,Success,2.09,2.26,2.31,-0.94
58,785,879.1068,Success,2.83,4.31,4.21,-1.23
59,785,-338.8685,Spin,4.01,0.89,19.15,-0.60
60,785,-234.3593,Spin,12.3,5.28,5.16,1.42
61,785,-158.5857,Crash,9.74,6.46,6.30,-6.60
62,785,-150.5347,Crash,7.24,6.82,6.95,-3.97
63,785,-231.7363,Spin,10.33,3.08,3.64,-1.32
64,786,-330.0538,Spin,5.1,4.84,10.54,2.60
65,786,-244.5959,Spin,13.11,6.77,6.61,0.56
66,786,-229.0763,Spin,13.21,4.56,4.49,-2.26
67,786,-138.6559,Crash,5.32,4.91,5.21,-4.32
68,786,903.8603,Success,1.95,0.88,0.72,-1.34
69,786,-243.8749,Spin,16.42,6.02,6.28,-0.44
70,786,840.1627,Success,7.64,3.95,3.09,-3.36
71,786,-145.1,Crash,7.86,2.91,1.44,-3.16
72,786,-233.2013,Spin,14.06,3.03,3.77,-1.47
73,786,-231.3655,Spin,5.45,2.66,0.26,-1.00
74,786,-224.2463,Spin,8.09,3.19,2.72,-1.59
75,786,-156.8166,Crash,7.47,6.32,6.16,-3.88
76,786,877.0984,Success,3.06,2.57,3.39,-1.65
77,787,-223.0832,Spin,15.11,4.62,4.09,-0.43
78,787,813.3182,Success,7.28,4.08,4.95,-2.99
79,787,823.7947,Success,5.71,5.54,6.19,-1.35
80,787,-176.9773,Crash,6.65,4.34,8.61,-0.87
81,787,-233.7507,Spin,9.27,5.07,5.69,-0.56
82,787,-238.6123,Spin,13.93,5.07,6.26,0.39
83,787,-233.2697,Spin,11.72,5.37,3.59,-0.99
84,787,-142.8609,Crash,7.8,3.67,3.77,-5.62
85,787,843.3738,Success,8.11,4.55,5.10,-3.28
86,787,-232.1143,Spin,16.1,2.52,3.33,-3.78
87,787,-216.2733,Spin,9.98,1.29,2.17,-1.35
88,787,872.6036,Success,3.59,4.14,4.45,-1.98
89,788,-150.0814,Crash,9.57,2.98,2.44,-3.35
90,788,-241.871,Spin,11.56,4.81,5.19,-1.27
91,788,860.4247,Success,5.11,5.13,5.17,-3.03
92,788,-232.4785,Spin,12.32,3.83,5.03,-0.42
93,788,-227.9519,Spin,6.15,2.76,3.12,0.23
94,788,-234.8732,Spin,14.2,4.89,5.27,0.57
95,788,884.8203,Success,3.89,1.32,1.36,-2.79
96,788,-226.8204,Spin,13.71,4.49,4.79,0.19
97,788,849.1165,Success,8.29,1.69,2.57,-3.34
98,788,-254.1937,Spin,5.89,4.1,2.77,2.98
99,788,-273.1662,Spin,9.35,3.55,9.36,-0.11
100,789,-241.4851,Spin,16.62,6.41,5.46,3.06
101,789,-274.6081,Spin,7.77,4.18,8.90,1.00
102,789,-234.895,Spin,7.59,2.19,4.51,1.14
103,789,-161.9884,Crash,10.37,4.41,3.94,-5.10
104,789,-165.0213,MissedZone,9.03,3.29,11.72,-3.74
105,789,-167.7122,Crash,9.26,4.21,6.87,-2.38
106,789,-222.8994,Spin,16.37,1.94,3.73,0.99
107,789,-222.3565,Spin,13.89,2.17,2.51,2.43
108,789,-232.9062,Spin,13.63,6.32,5.36,0.61
