Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,781,-290.3555,Spin,14.32,4.08,2.88,-4.21
2,781,-194.733,Crash,9.76,3.62,3.28,-2.87
3,781,-248.4073,Spin,10.94,3.46,1.08,1.22
4,781,-269.7033,Spin,12.35,2.57,4.53,0.41
5,782,-166.8064,MissedZone,4.78,2.48,10.73,-5.02
6,782,1022.1014,Success,5.3,5.45,5.77,-2.70
7,782,-252.5494,Spin,14.87,4.19,2.24,-0.15
8,782,-251.5555,Spin,13.69,4.12,4.75,2.70
9,782,-299.933,Spin,14.04,6.49,8.60,-2.54
10,782,-272.4418,Spin,12.17,5.26,5.11,-1.11
11,783,-314.0384,Spin,4.57,5.5,5.84,4.93
12,783,-255.2689,Spin,13.19,4.19,6.28,0.43
13,783,-192.832,Crash,9.52,2.95,3.11,-3.75
14,783,-158.6254,MissedZone,4.77,5.28,9.28,-3.79
15,783,-216.1235,Crash,10.62,5.87,4.94,-3.42
16,784,-245.3497,Spin,14.81,2.17,4.99,1.05
17,784,-188.6738,Crash,9.4,2.73,2.68,-5.23
18,784,-218.5041,Crash,6.17,5.33,7.54,-5.14
19,784,-255.186,Spin,13.48,4.72,1.86,0.29
20,784,1075.7804,Success,1.75,4.25,4.26,-0.71
21,784,-212.9659,Crash,12.14,3.89,2.94,-3.17
22,785,-306.4671,Spin,15.33,5.4,7.76,6.13
23,785,-203.0494,Crash,11.13,4.48,4.42,-5.15
24,785,1079.82,Success,1.66,3.42,3.42,-0.03
25,785,-200.3132,Crash,13.7,0.89,1.96,-4.32
26,785,1069.0329,Success,2.26,1.94,1.94,-1.15
27,785,-183.3205,Crash,8.22,2.25,3.24,-3.76
28,785,-232.512,Crash,11.56,6.2,2.67,-3.91
29,786,-230.6,Crash,10.83,5.2,6.22,-2.73
30,786,-182.7781,Crash,6.69,5.6,4.98,-4.43
31,786,1020.941,Success,4.8,4.67,3.35,-3.42
32,786,-304.4814,Spin,11.96,4.52,6.36,-4.48
33,786,-189.2375,Crash,11.5,0.8,1.21,-6.77
34,786,-231.0002,Crash,10.99,3.46,7.42,-3.18
35,787,-253.1133,Spin,15.89,2.38,4.17,2.50
36,787,-172.5505,Crash,6.41,2.15,1.41,-4.36
37,787,-180.3613,Crash,6.79,3.87,3.66,-3.52
38,787,1040.5301,Success,2.86,5.74,4.99,-0.90
39,787,-230.8214,Crash,13.31,5.92,5.23,-5.41
40,787,-279.6082,Spin,14.94,4.1,2.84,-2.33
41,787,1058.4136,Success,2.97,3.73,3.72,-2.90
42,788,-253.8528,Spin,13.74,2.71,4.51,-0.12
43,788,-177.8689,Crash,6.74,3.26,3.01,-3.95
44,788,-229.1152,Crash,13.89,3.62,6.15,-4.95
45,788,1057.3899,Success,2.94,2.82,2.87,-1.10
46,788,-202.7291,Crash,11.71,4.33,3.84,-8.06
47,788,-262.2719,Spin,16.63,4.44,3.08,-1.51
48,789,-184.2515,Crash,6.03,4.47,1.91,-3.74
49,789,-300.0267,Spin,16.02,2.8,2.17,-3.32
50,789,-225.535,MissedZone,4.78,4.31,10.47,-2.90
51,789,1031.5015,Success,4.06,4.55,4.45,-1.82
52,790,-189.5753,Crash,10.64,2.09,2.05,-6.45
53,790,-326.6032,Spin,3.72,5.57,7.09,2.35
54,790,-474.7665,Spin,6.62,5.51,26.89,1.05
55,791,-259.8937,Spin,12.08,3.37,4.38,1.73
56,791,-257.9348,Spin,13.99,1.88,2.48,3.41
57,791,999.0402,Success,8.74,4.09,3.91,-3.38
58,791,-295.6195,Spin,13.19,4.78,4.27,5.88
59,792,-235.5454,Crash,11.36,6.51,6.40,-5.24
60,792,-417.2296,Spin,5.3,4.19,19.37,5.60
61,792,-237.2026,Crash,14.41,5.49,4.46,-4.50
62,793,-219.4281,Crash,5.56,5.06,4.34,-3.26
63,793,-213.4896,Crash,12.35,2.89,3.83,-2.46
64,793,-309.3329,Spin,11.55,5.8,11.61,1.95
65,793,1078.0382,Success,1.75,4.95,4.95,-0.37
66,793,939.5203,Success,10.21,6.43,6.67,-1.87
67,794,-400.192,Spin,5.98,2.94,11.48,6.86
68,794,-373.4168,Spin,4.71,5.55,9.76,5.43
69,795,-313.7737,Spin,6.93,3.23,8.62,3.85
70,795,-801.3061,OutOfBounds,3.79,4.06,47.97,6.15
71,795,-280.2015,Spin,14.15,5.78,2.76,4.33
72,796,-273.6958,Spin,9.84,4.29,4.15,2.08
73,796,-270.194,Spin,9.28,2.54,4.17,3.79
74,796,-221.7647,MissedZone,10.28,0.77,11.28,-2.66
75,797,-368.131,Spin,16.36,2.38,4.39,9.57
76,797,-189.7832,Crash,8.61,2.29,4.56,-4.62
