Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,781,1010.6507,Success,6.82,5.85,5.92,-2.57
2,781,-251.4041,Spin,15.68,3.83,4.75,2.21
3,781,-195.7947,Crash,8.64,4.5,5.35,-4.20
4,781,-279.8338,Spin,14.18,6.46,7.03,-1.44
5,781,-194.0211,Crash,9.72,1.87,2.94,-3.68
6,781,-182.6407,Crash,10.06,0.45,0.44,-6.83
7,781,-235.9022,Spin,15.68,0.59,0.73,2.02
8,781,1075.7528,Success,1.85,2.53,2.51,-0.99
9,781,-278.355,Spin,13.0,4.46,5.23,-2.35
10,782,-275.2407,Spin,12.19,5.01,7.13,3.64
11,782,-256.6901,Spin,15.08,2.82,3.69,-1.20
12,782,-253.5801,Spin,15.85,5.06,3.80,-0.11
13,782,1039.5551,Success,3.33,4.98,5.41,-2.89
14,782,-200.0918,Crash,10.0,3.48,3.39,-3.43
15,782,-277.9788,Spin,15.86,6.54,7.64,2.32
16,782,-250.3429,Spin,14.37,5.33,5.33,-0.13
17,783,-202.77,Crash,7.89,4.3,4.78,-4.12
18,783,-160.1323,Crash,4.06,3.82,3.82,-4.01
19,783,1065.517,Success,2.41,4.21,4.23,-2.49
20,783,-276.8608,Spin,6.89,2.09,7.04,1.46
21,783,-197.2504,Crash,10.31,3.69,3.53,-6.32
22,783,-183.278,MissedZone,5.56,3.27,11.84,-1.86
23,784,-323.1063,Spin,6.47,5.15,14.64,0.06
24,784,-179.1293,Crash,8.12,2.04,2.23,-4.38
25,784,-199.81,Crash,8.85,5.73,6.18,-5.12
26,784,-171.0632,MissedZone,5.47,3.89,9.36,-2.31
27,784,-212.5226,Crash,11.01,4.07,4.95,-3.94
28,785,-237.5786,Spin,12.94,1.57,1.47,1.30
29,785,-253.425,Spin,11.59,4.86,4.63,0.76
30,785,-250.0792,Spin,14.82,2.69,1.99,2.91
31,785,1073.1857,Success,2.08,1.66,1.66,-1.65
32,785,-200.6764,Crash,10.13,5.04,5.06,-5.24
33,785,-192.2248,Crash,8.8,4.69,4.72,-6.57
34,785,-264.7522,Spin,5.88,2.66,2.57,3.86
35,786,-265.7119,Spin,14.16,4.21,6.70,3.34
36,786,-248.5812,Spin,16.02,5.26,4.69,2.23
37,786,-136.0242,MissedZone,5.69,5.26,8.54,-3.56
38,786,-275.1182,Spin,5.86,4.89,5.14,2.18
39,786,-211.0323,Crash,9.69,5.32,5.60,-2.66
40,786,-259.261,Spin,14.2,4.52,4.97,-1.17
41,786,-193.6959,Crash,9.78,3.37,3.42,-6.54
42,787,-283.2507,Spin,4.59,2.99,7.50,1.19
43,787,-271.6173,Spin,13.06,6.49,7.16,2.13
44,787,-295.1573,Spin,4.47,3.89,6.77,-0.79
45,787,-249.0966,Spin,13.2,3.94,4.40,0.22
46,787,1076.4674,Success,1.86,3.23,3.22,-0.95
47,788,1005.6148,Success,3.94,2.62,5.69,-1.87
48,788,-267.4763,Spin,9.75,5.29,4.41,2.48
49,788,-259.6009,Spin,11.68,3.04,1.14,-0.56
50,788,1028.8377,Success,4.1,3.99,4.11,-2.29
51,788,-261.0948,Spin,10.69,5.98,4.82,0.84
52,788,1049.8602,Success,3.0,4.89,4.89,-1.93
53,788,-280.9719,Spin,11.57,6.05,7.68,-0.68
54,789,-274.6574,Spin,11.87,6.17,5.82,4.02
