Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,2561,-239.7725,Crash,44.66,1.79,0.59,-4.76
2,2561,-243.3316,Crash,44.99,2.11,0.66,-4.60
3,2561,708.6696,Success,45.35,3.25,2.94,-4.34
4,2561,-237.8402,Crash,40.13,3.36,2.35,-3.86
5,2561,744.3026,Success,39.89,1.89,3.47,-3.41
6,2561,730.7287,Success,41.15,3.57,3.82,-2.48
7,2561,738.1956,Success,43.84,1.49,1.50,-4.23
8,2562,708.4555,Success,45.86,3.0,1.92,-2.78
9,2562,-241.8967,Crash,44.47,2.32,1.67,-4.80
10,2562,-291.8316,Spin,44.68,2.19,2.50,-13.88
11,2562,-235.2995,Crash,41.34,2.74,2.81,-4.68
12,2562,716.023,Success,45.92,2.69,2.62,-3.38
13,2562,-263.8395,Crash,45.58,3.27,3.03,-7.09
14,2562,-226.337,Crash,42.11,1.22,2.31,-4.71
15,2562,719.0149,Success,41.1,2.62,6.31,-2.06
16,2563,-243.4107,Crash,46.1,1.5,0.21,-4.84
17,2563,721.756,Success,43.94,3.01,2.67,-2.68
18,2563,734.978,Success,42.34,2.34,1.84,-3.40
19,2563,-270.9185,Crash,45.02,3.56,4.94,-3.83
20,2563,714.1109,Success,44.55,2.27,4.68,-4.03
21,2563,762.2894,Success,39.67,1.04,0.44,-4.16
22,2563,741.7957,Success,39.92,2.19,4.13,-3.52
23,2563,-222.3441,Crash,41.1,1.78,1.48,-4.55
24,2564,740.1779,Success,39.88,2.86,2.05,-3.01
25,2564,-247.7922,Crash,44.35,2.91,2.23,-3.47
26,2564,706.1178,Success,45.71,3.06,3.00,-3.52
27,2564,-286.7209,Spin,42.2,1.73,2.29,-11.99
28,2564,717.5119,Success,43.81,2.18,3.55,-2.38
29,2564,735.2842,Success,44.62,1.57,1.81,-4.17
30,2564,716.8022,Success,43.99,3.22,4.30,-3.50
31,2564,711.7635,Success,45.04,2.87,3.22,-2.88
32,2565,727.3627,Success,40.85,3.73,4.99,-3.50
33,2565,711.595,Success,45.41,1.73,4.22,-3.21
34,2565,706.6471,Success,45.82,2.81,2.70,-3.28
35,2565,752.4719,Success,40.19,1.36,3.39,-2.92
36,2565,-258.2943,Crash,45.45,2.86,2.54,-7.82
37,2565,727.4043,Success,45.98,2.02,0.89,-3.53
