Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,601,-493.5265,Spin,2.7,2.44,14.62,7.58
2,601,-749.1011,OutOfBounds,6.05,3.78,35.23,6.33
3,602,-568.2054,OutOfBounds,11.59,1.33,36.85,-3.98
4,602,-673.4768,OutOfBounds,11.49,4.06,35.04,-0.39
5,603,-788.929,OutOfBounds,8.53,6.59,47.18,6.36
6,603,1040.6535,Success,5.12,5.23,5.58,-1.05
7,603,-618.6458,Spin,4.33,2.59,40.52,6.18
8,604,-741.6982,Spin,3.05,4.01,11.60,9.61
9,604,1046.5928,Success,7.82,3.46,3.23,-3.10
10,604,-420.2627,MissedZone,8.56,1.24,27.98,-8.51
11,605,-648.245,OutOfBounds,5.23,2.61,45.21,-1.50
12,605,1116.8146,Success,1.71,3.96,3.98,-0.16
13,605,1051.8036,Success,3.94,5.02,6.17,-1.79
14,605,1067.8192,Success,3.98,3.27,3.97,-1.71
15,605,-226.9868,Crash,10.67,3.29,3.88,-3.91
16,605,-205.5181,Crash,8.54,2.71,1.22,-3.92
17,606,-196.5363,MissedZone,7.54,5.21,9.75,-0.41
18,606,-677.3893,OutOfBounds,1.98,4.75,39.03,4.79
19,607,-622.4917,TimeLimit,8.08,6.89,33.76,1.92
20,607,1060.1049,Success,5.2,5.64,4.83,-2.52
21,607,-217.3357,Crash,9.88,2.46,5.47,-5.97
22,607,-189.4888,MissedZone,4.22,5.62,9.55,-2.11
23,608,-198.3124,MissedZone,3.38,5.3,9.23,-2.25
24,608,1031.8281,Success,3.1,3.55,3.50,-2.59
25,608,-203.6475,Crash,8.38,2.51,2.55,-1.95
26,609,-782.0502,OutOfBounds,1.92,5.27,44.58,5.65
27,609,-218.2982,Crash,9.52,5.16,5.45,-3.99
28,609,-325.7591,MissedZone,2.06,2.48,19.27,-2.74
29,609,1044.814,Success,5.88,5.93,6.32,-1.33
30,610,-723.8022,Spin,3.61,1.87,28.14,8.04
31,610,-766.9225,OutOfBounds,6.96,5.26,35.19,5.09
32,611,-213.5962,MissedZone,6.22,1.49,11.73,-1.55
33,611,-467.1296,MissedZone,6.58,3.85,22.64,-3.41
34,611,1059.8333,Success,5.35,4.86,5.45,-2.48
