Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,361,-463.6172,OutOfBounds,11.59,4.73,30.91,-1.60
2,361,-444.4344,OutOfBounds,11.12,2.33,33.01,-1.14
3,361,-245.2114,MissedZone,7.17,2.71,11.86,-3.25
4,361,-257.9253,MissedZone,9.12,3.94,9.68,-4.36
5,362,-495.3867,OutOfBounds,4.91,4.37,30.17,-3.71
6,362,-249.4891,Crash,9.91,6.67,4.28,-5.89
7,362,-531.7283,OutOfBounds,3.84,4.95,30.71,-2.87
8,363,-508.3183,OutOfBounds,7.99,6.8,32.06,-0.33
9,363,-1123.2126,CeilingHit,8.47,5.78,23.78,8.69
10,364,-454.7437,OutOfBounds,8.19,3.55,30.34,-0.13
11,364,-466.6633,OutOfBounds,10.18,5.43,30.92,2.33
12,364,-877.3755,OutOfBounds,9.19,1.89,41.39,4.66
13,364,1020.3801,Success,2.36,4.93,4.90,-1.01
14,365,-1054.4464,CeilingHit,8.28,4.93,25.50,9.35
15,365,-488.1266,OutOfBounds,8.27,5.64,30.13,-0.87
16,365,-493.3683,OutOfBounds,11.45,0.81,33.52,1.85
17,366,-470.7918,OutOfBounds,3.79,3.93,33.62,-0.72
18,366,-485.1209,Tilted,6.0,4.16,33.17,-3.18
19,366,-632.8793,OutOfBounds,1.98,5.26,35.59,5.63
20,367,-472.65,OutOfBounds,11.53,6.27,31.52,-1.55
21,367,-1002.4272,CeilingHit,3.83,2.87,23.42,9.31
22,367,-543.5206,OutOfBounds,2.01,0.42,30.10,5.91
23,368,-665.9048,OutOfBounds,11.55,1.17,31.85,3.05
24,368,-853.8734,OutOfBounds,3.12,4.88,37.63,4.54
25,369,-607.8868,OutOfBounds,9.94,4.07,34.62,5.73
26,369,-755.9556,OutOfBounds,10.32,3.83,37.18,8.38
27,370,-718.4842,OutOfBounds,4.52,1.93,38.01,5.28
28,370,-492.4905,OutOfBounds,8.01,6.29,30.09,0.07
29,370,-684.9815,OutOfBounds,3.9,6.8,36.53,1.82
30,371,-1095.6403,CeilingHit,3.71,4.23,24.59,9.56
31,371,-669.8077,Tilted,4.81,3.04,24.73,2.37
32,372,-738.0624,OutOfBounds,10.04,5.42,30.39,10.11
33,372,-593.4097,OutOfBounds,6.28,3.95,35.32,3.39
34,372,-915.1578,CeilingHit,7.53,2.74,11.49,11.12
35,373,-957.1242,CeilingHit,2.05,6.41,9.54,13.96
36,373,-904.0573,CeilingHit,6.03,2.4,9.41,12.93
37,374,-1003.393,CeilingHit,6.14,1.71,30.02,10.60
38,374,-596.6183,OutOfBounds,2.32,1.84,37.69,5.81
39,374,-990.3907,CeilingHit,2.94,3.45,16.53,6.59
40,375,-563.0324,OutOfBounds,10.18,3.39,30.51,6.22
41,375,-504.7014,OutOfBounds,3.91,5.38,35.39,1.16
42,375,-707.1583,OutOfBounds,10.11,5.97,30.37,11.97
43,376,-1050.0058,CeilingHit,1.96,4.37,24.46,11.34
44,376,-745.6495,OutOfBounds,7.02,1.52,37.50,8.54
45,376,-1008.3508,CeilingHit,7.37,6.48,27.11,13.82
46,376,1025.1742,Success,2.22,3.72,3.73,-1.68
47,377,-664.7336,Tilted,4.07,2.67,28.63,4.44
48,377,-941.8318,CeilingHit,9.83,4.43,16.18,11.70
49,378,-921.3367,CeilingHit,3.48,5.11,10.30,13.05
50,378,-475.0538,OutOfBounds,11.39,3.36,33.12,1.74
51,378,-517.2302,OutOfBounds,6.29,4.22,38.70,4.28
52,379,-965.2213,CeilingHit,2.91,4.41,15.27,13.93
53,379,-796.5933,OutOfBounds,7.77,1.24,35.71,11.70
54,379,-811.2162,OutOfBounds,9.54,3.41,30.03,12.30
55,380,-963.7653,CeilingHit,6.35,2.51,19.17,12.23
56,380,-900.4613,CeilingHit,11.44,4.98,10.61,14.68
57,380,-671.9739,OutOfBounds,9.2,2.84,35.46,10.02
58,381,-715.416,OutOfBounds,7.31,1.78,36.98,7.21
59,381,-966.1095,CeilingHit,5.94,6.35,11.56,12.34
60,381,-936.3345,CeilingHit,4.59,4.32,11.24,14.33
61,382,-515.7427,OutOfBounds,11.67,2.93,34.36,4.93
62,382,-893.2059,CeilingHit,6.57,2.97,7.57,12.81
63,382,-710.07,OutOfBounds,9.64,2.15,30.03,12.57
64,383,-723.6683,OutOfBounds,6.86,6.27,33.43,2.09
65,383,-461.7337,OutOfBounds,11.15,3.6,31.50,-4.76
66,383,-460.6482,OutOfBounds,8.94,4.78,30.34,-0.28
67,384,-804.3375,OutOfBounds,5.55,3.38,32.19,8.59
68,384,-912.4569,CeilingHit,9.87,1.62,17.93,9.47
69,384,-885.3509,CeilingHit,5.42,3.27,5.86,17.91
70,385,-934.9427,CeilingHit,11.33,3.98,16.37,12.61
71,385,-508.9529,OutOfBounds,4.92,3.5,31.54,3.56
72,385,-952.7054,CeilingHit,5.65,2.08,18.72,10.77
73,386,-566.8288,OutOfBounds,10.52,1.93,30.82,5.63
74,386,-961.5276,CeilingHit,11.37,3.01,14.06,8.59
75,387,-989.0727,CeilingHit,7.2,2.55,21.40,10.32
76,387,-571.8212,OutOfBounds,10.79,1.82,35.16,6.18
77,387,-576.5001,OutOfBounds,2.56,3.36,32.94,5.12
78,388,-974.3887,CeilingHit,7.23,1.02,22.24,10.90
79,388,-902.4734,CeilingHit,8.26,3.03,7.37,10.75
80,388,-914.2405,CeilingHit,6.01,5.23,7.87,13.66
81,389,-933.427,CeilingHit,6.98,4.5,10.55,11.93
82,389,-502.4777,OutOfBounds,11.41,0.44,32.15,5.28
83,390,-939.4122,CeilingHit,6.47,1.83,11.98,12.17
84,390,-1120.9763,CeilingHit,9.43,3.36,24.65,7.70
