Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,2021,-235.596,Crash,31.59,4.18,3.02,-5.70
2,2021,-218.3216,Crash,31.86,2.03,2.79,-4.94
3,2021,-232.7916,Crash,32.81,3.2,3.82,-5.88
4,2021,-217.6543,Crash,29.65,2.48,1.71,-5.28
5,2021,-213.7587,Crash,26.67,2.17,5.53,-3.17
6,2021,735.2079,Success,27.61,3.11,0.97,-4.49
7,2021,734.7253,Success,27.68,3.18,3.88,-3.16
8,2021,-220.9814,Crash,31.91,1.65,3.07,-3.95
9,2021,-207.1893,Crash,30.02,1.03,0.24,-6.48
10,2022,745.9163,Success,25.34,2.21,4.70,-2.71
11,2022,742.2626,Success,25.21,3.32,5.04,-4.32
12,2022,728.5046,Success,28.24,3.65,5.02,-3.82
13,2022,738.9544,Success,31.13,1.31,2.76,-3.33
14,2022,723.3129,Success,31.2,2.87,3.43,-3.85
15,2022,744.8384,Success,25.18,1.87,3.91,-0.87
16,2022,732.9,Success,26.95,2.21,5.17,-1.62
17,2022,732.8641,Success,28.78,1.27,3.37,-1.81
18,2022,748.3711,Success,27.62,1.67,1.48,-2.46
19,2023,737.5264,Success,25.4,3.35,2.67,-3.06
20,2023,741.8708,Success,28.06,2.46,3.29,-2.55
21,2023,739.1458,Success,29.33,2.03,2.84,-3.31
22,2023,-219.6197,Crash,29.48,2.3,3.63,-5.09
23,2023,-224.8019,Crash,32.29,2.18,3.79,-4.74
24,2023,-222.0504,Crash,33.41,1.63,1.39,-5.17
25,2023,733.2592,Success,26.91,3.26,5.45,-3.97
26,2023,-226.9751,Crash,31.67,2.98,2.78,-4.76
27,2023,752.1278,Success,27.24,0.18,2.26,-4.15
28,2024,716.9569,Success,32.33,3.02,2.72,-2.64
29,2024,731.8948,Success,26.2,1.6,4.88,-0.32
30,2024,728.0543,Success,26.95,3.48,4.90,-3.50
31,2024,739.4585,Success,26.34,2.49,5.14,-1.49
32,2024,-237.2352,Crash,31.79,2.79,6.89,-1.11
33,2024,-225.1928,Crash,28.09,2.93,6.83,-1.70
34,2024,740.1342,Success,31.22,0.54,2.99,-3.46
35,2024,733.3537,Success,24.92,2.58,5.35,-1.55
36,2024,-223.8492,Crash,28.57,2.37,7.05,-0.70
37,2025,735.9733,Success,28.36,2.12,5.28,-2.30
38,2025,735.1947,Success,29.18,1.76,2.49,-2.41
39,2025,-238.5875,Crash,31.44,2.91,9.69,-2.55
40,2025,710.8708,Success,33.34,2.67,4.11,-2.67
41,2025,-218.4387,Crash,30.82,1.48,4.01,-4.09
42,2025,732.3768,Success,27.07,3.68,2.67,-2.77
