Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,2601,738.3558,Success,41.79,3.02,2.41,-1.87
2,2601,-247.1819,Crash,45.31,2.09,6.22,-2.65
3,2601,739.4173,Success,42.62,3.07,1.79,-2.64
4,2601,736.5375,Success,42.98,2.37,2.75,-2.27
5,2601,737.379,Success,44.4,2.69,0.14,-2.73
6,2601,-241.978,Crash,44.31,2.32,5.16,-4.90
7,2601,728.585,Success,42.84,3.07,3.32,-2.63
8,2602,-232.9138,Crash,44.39,2.04,1.65,-9.77
9,2602,739.6926,Success,43.46,0.44,0.72,-1.09
10,2602,734.7161,Success,41.65,2.19,4.18,-3.68
11,2602,740.7127,Success,43.09,2.35,2.84,-3.54
12,2602,748.708,Success,41.71,0.79,3.59,-2.82
13,2602,-357.6276,Spin,41.9,2.31,3.50,-5.93
14,2602,722.2307,Success,43.79,3.1,2.32,-2.36
15,2603,-223.6395,Crash,42.16,1.31,0.77,-4.82
16,2603,-238.9726,Crash,41.95,2.54,6.02,-6.38
17,2603,718.0537,Success,44.06,3.44,5.18,-3.20
18,2603,725.8331,Success,43.55,3.44,1.20,-3.03
19,2603,744.4217,Success,41.9,2.39,0.92,-2.49
20,2603,-252.6704,Crash,45.42,2.32,4.92,-4.70
21,2603,744.8755,Success,43.49,1.69,1.60,-3.77
22,2604,729.6003,Success,43.81,3.85,3.67,-3.12
23,2604,728.7885,Success,45.94,2.4,1.54,-2.37
24,2604,-235.4652,Crash,42.79,2.07,5.09,-1.56
25,2604,-249.6945,Crash,45.69,1.62,7.41,-2.22
26,2604,720.5786,Success,45.56,3.32,5.73,-2.71
27,2604,731.8038,Success,44.43,2.48,3.42,-2.70
28,2604,738.6685,Success,41.7,1.76,5.87,-1.51
29,2604,738.0284,Success,44.44,1.24,4.06,-2.09
30,2605,730.13,Success,45.08,1.19,2.59,-2.75
31,2605,721.1513,Success,45.23,2.27,4.18,-3.47
32,2605,729.9096,Success,43.22,2.05,4.27,-2.02
33,2605,-246.9408,Crash,44.68,2.71,3.63,-4.51
34,2605,739.8692,Success,45.63,0.48,3.72,-3.97
35,2605,738.7993,Success,41.79,2.52,2.80,-3.52
36,2605,723.0098,Success,44.55,3.58,4.63,-2.53
37,2606,730.6578,Success,45.81,2.58,1.28,-2.52
38,2606,727.5889,Success,46.26,2.35,0.67,-3.59
