Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,1421,815.0291,Success,5.48,2.51,2.80,-2.90
2,1421,846.0967,Success,2.88,0.93,0.92,-1.76
3,1421,822.0923,Success,5.67,1.68,1.64,-2.49
4,1421,834.2095,Success,3.64,1.78,1.56,-1.54
5,1421,828.2454,Success,4.38,2.27,2.26,-1.87
6,1421,820.684,Success,3.09,2.03,2.36,-1.95
7,1421,-144.0511,Crash,7.5,2.55,2.28,-6.22
8,1421,-148.4813,Crash,8.31,2.87,2.83,-6.01
9,1421,814.3651,Success,6.6,1.81,1.60,-3.86
10,1421,831.0037,Success,4.3,2.63,2.45,-3.51
11,1421,-141.073,Crash,7.14,2.63,2.61,-5.60
12,1421,843.3571,Success,2.69,2.8,2.74,-0.72
13,1421,-159.9788,Crash,10.64,3.08,3.09,-7.08
14,1421,838.5766,Success,3.66,1.1,1.07,-2.54
15,1421,-141.4321,Crash,7.83,1.39,1.54,-5.00
16,1421,-136.6171,Crash,5.69,3.79,3.90,-5.39
17,1421,-145.9584,Crash,7.56,3.65,3.61,-7.26
18,1421,833.2511,Success,3.8,1.24,1.12,-1.66
19,1421,-147.7287,Crash,7.79,3.31,3.12,-4.84
20,1421,-156.1465,Crash,10.51,2.45,2.67,-6.70
21,1421,809.7586,Success,6.68,3.05,2.97,-4.45
22,1421,-144.6295,Crash,7.51,2.99,2.94,-6.57
23,1422,-154.5901,Crash,10.41,2.27,2.62,-5.56
24,1422,-158.8494,Crash,11.04,2.86,2.60,-6.22
25,1422,-145.7276,Crash,8.87,1.57,1.58,-7.22
26,1422,807.0438,Success,3.47,3.34,2.72,-1.03
27,1422,-155.1913,Crash,11.09,1.84,1.77,-7.25
28,1422,-151.5746,Crash,8.88,3.02,3.23,-5.57
29,1422,820.1064,Success,4.17,1.99,1.68,-0.74
30,1422,-140.1586,Crash,8.45,0.66,0.56,-7.12
31,1422,827.8362,Success,4.46,2.08,2.44,-2.30
32,1422,823.5576,Success,5.68,1.31,1.29,-3.59
33,1422,-153.3017,Crash,10.27,1.64,1.28,-7.27
34,1422,849.1722,Success,2.41,2.97,2.84,-2.04
35,1422,-142.1631,Crash,6.85,3.05,3.07,-6.55
36,1422,-144.9494,Crash,7.58,2.99,2.89,-4.77
37,1422,827.1247,Success,4.1,1.89,1.84,-1.33
38,1422,805.8943,Success,7.43,2.38,2.30,-4.34
39,1422,-137.0698,Crash,7.0,1.07,1.01,-4.96
40,1422,820.6694,Success,6.0,0.84,0.82,-2.35
41,1422,-150.4986,Crash,8.51,2.98,3.05,-4.81
42,1422,-132.8714,Crash,6.5,0.26,0.25,-6.40
43,1422,830.4705,Success,4.68,0.78,0.81,-3.44
44,1423,835.0673,Success,2.98,2.81,2.92,-2.59
45,1423,827.0682,Success,4.51,3.31,3.16,-3.98
46,1423,-153.0786,Crash,9.31,2.88,2.94,-6.83
47,1423,834.4784,Success,2.89,0.83,2.13,-0.91
48,1423,-144.1387,Crash,8.12,1.9,1.80,-6.70
49,1423,-136.037,Crash,6.29,2.0,2.05,-6.90
50,1423,834.2068,Success,4.06,1.98,2.11,-3.20
51,1423,-149.0102,Crash,9.49,1.61,1.57,-5.85
52,1423,-149.2765,Crash,9.04,2.03,1.92,-8.01
53,1423,-132.7251,Crash,5.44,2.55,2.56,-5.32
54,1423,-142.7073,Crash,7.26,3.04,2.79,-7.18
55,1423,821.4916,Success,5.52,2.64,2.82,-4.02
56,1423,-141.3482,Crash,7.1,2.46,2.31,-4.83
57,1423,826.3232,Success,5.11,1.38,1.31,-3.17
58,1423,825.9824,Success,4.77,2.61,2.54,-3.46
59,1423,-146.6426,Crash,7.89,2.87,2.70,-4.66
60,1423,-162.2985,Crash,11.27,3.36,3.27,-7.58
61,1423,-159.6719,Crash,10.07,3.8,3.48,-7.75
62,1423,-150.162,Crash,9.87,1.73,1.88,-7.58
63,1423,-158.3802,Crash,11.31,2.67,2.55,-8.93
64,1423,826.321,Success,4.53,2.65,2.75,-3.37
65,1423,-154.9181,Crash,10.84,2.21,2.30,-8.60
66,1424,-156.0196,Crash,10.58,2.55,2.13,-7.59
67,1424,850.4065,Success,2.61,0.98,1.03,-1.21
68,1424,-147.8183,Crash,8.31,2.84,3.11,-6.87
69,1424,-137.2402,Crash,6.53,2.15,2.14,-5.41
70,1424,832.8252,Success,3.92,2.05,1.90,-1.37
71,1424,-142.3948,Crash,7.37,2.59,2.58,-5.65
72,1424,-148.8533,Crash,8.38,2.42,2.84,-7.01
73,1424,844.3285,Success,2.92,2.92,2.91,-2.95
74,1424,-139.9836,Crash,6.73,2.62,2.67,-5.00
75,1424,-150.5835,Crash,11.06,0.88,0.54,-8.44
76,1424,-140.3841,Crash,6.97,2.54,2.41,-5.62
77,1424,774.0988,Success,2.18,1.97,0.86,-3.66
78,1424,-136.4583,Crash,5.79,3.07,3.01,-6.14
79,1424,-147.6541,Crash,7.79,3.27,3.00,-7.27
80,1424,-139.4795,Crash,7.71,1.13,1.20,-5.60
81,1424,-151.0565,Crash,8.89,3.26,3.05,-7.65
82,1424,-155.0219,Crash,10.68,1.99,1.65,-7.78
83,1424,-164.8853,Crash,11.43,3.62,3.48,-8.71
84,1424,-140.182,Crash,6.62,2.93,2.76,-6.42
85,1424,844.5955,Success,2.7,3.37,3.49,-1.48
86,1424,-141.2684,Crash,6.62,3.14,3.03,-4.89
87,1425,-155.8141,Crash,10.36,2.33,2.75,-8.20
88,1425,-153.3171,Crash,9.37,3.09,2.71,-7.57
89,1425,-128.6947,Crash,5.87,0.22,0.20,-5.23
90,1425,848.6337,Success,2.77,1.32,1.32,-2.99
91,1425,-140.4601,Crash,7.56,1.26,1.72,-6.21
92,1425,-161.5677,Crash,11.01,3.01,2.60,-8.24
93,1425,848.1871,Success,2.61,3.05,2.97,-3.13
94,1425,-131.3757,Crash,5.37,2.41,2.73,-5.73
95,1425,-155.1547,Crash,10.37,2.48,1.85,-7.72
96,1425,-133.4774,Crash,5.92,1.36,1.63,-7.58
97,1425,-165.278,Crash,11.04,3.55,3.29,-8.09
98,1425,-136.1669,Crash,6.06,2.83,2.57,-5.02
99,1425,-137.7746,Crash,6.4,2.79,2.54,-4.88
100,1425,-139.9451,Crash,6.63,2.91,2.65,-6.51
101,1425,845.376,Success,2.95,2.6,2.50,-3.70
102,1425,-138.6714,Crash,7.09,1.84,1.89,-7.09
103,1425,-133.7436,Crash,5.9,2.4,2.24,-6.56
104,1425,-142.979,Crash,8.4,1.37,1.69,-6.62
105,1425,-155.0502,Crash,9.91,2.81,2.83,-8.83
106,1425,838.5083,Success,3.57,1.79,1.89,-4.10
107,1425,-167.371,Crash,11.59,3.7,3.75,-7.24
108,1426,-157.8558,Crash,10.53,2.71,2.90,-8.22
109,1426,854.5339,Success,2.31,1.04,1.02,-2.80
110,1426,844.1488,Success,2.81,3.21,3.41,-2.52
111,1426,855.2765,Success,2.16,1.67,1.68,-2.01
112,1426,827.6417,Success,4.31,2.7,2.56,-4.28
113,1426,-133.6065,Crash,5.6,2.81,2.86,-5.63
114,1426,838.5661,Success,3.54,2.81,2.80,-3.92
115,1426,-143.1874,Crash,9.64,0.42,0.46,-6.86
116,1426,838.2603,Success,3.38,1.98,1.96,-3.08
117,1426,-137.6524,Crash,6.94,1.65,1.62,-5.43
118,1426,-164.6287,Crash,11.33,3.61,4.20,-8.48
119,1426,-139.0471,Crash,6.6,2.38,2.98,-5.85
120,1426,-145.0453,Crash,8.29,2.25,2.08,-6.81
121,1426,-154.5976,Crash,10.4,1.9,3.02,-7.18
122,1426,847.8382,Success,2.54,3.53,3.46,-2.46
123,1426,-139.7132,Crash,8.67,0.39,0.50,-6.53
124,1426,-121.0665,Crash,4.03,1.25,1.39,-4.62
125,1426,-159.4088,Crash,10.36,3.27,3.59,-8.95
126,1426,-146.1897,Crash,8.6,1.89,1.78,-6.15
127,1426,-154.9939,Crash,10.46,2.04,2.30,-7.28
128,1426,820.1983,Success,5.06,2.79,3.00,-4.29
129,1426,-143.2673,Crash,7.2,3.2,3.22,-7.47
130,1426,-145.3474,Crash,9.51,1.16,1.53,-6.77
131,1427,-146.802,Crash,8.17,2.62,2.88,-6.67
132,1427,-137.7343,Crash,6.05,2.86,3.05,-6.83
133,1427,827.3712,Success,4.6,1.81,1.72,-3.67
134,1427,-135.5945,Crash,5.4,3.67,3.86,-5.11
135,1427,-131.9034,Crash,5.18,2.67,2.84,-5.34
136,1427,836.199,Success,3.41,2.82,2.81,-2.82
137,1427,-151.2702,Crash,8.72,3.3,3.26,-7.44
138,1427,-151.257,Crash,9.15,2.57,2.73,-7.78
139,1427,828.9986,Success,4.98,1.06,0.98,-4.23
140,1427,-151.6841,Crash,9.67,2.48,2.30,-8.83
141,1427,-141.7808,Crash,6.33,3.89,3.73,-6.55
142,1427,846.7855,Success,2.99,1.12,1.00,-3.94
143,1427,-127.2907,Crash,4.59,2.65,2.59,-4.64
144,1427,-166.6183,Crash,11.6,3.68,3.58,-9.07
145,1427,-130.8463,Crash,5.82,1.1,0.88,-6.28
146,1427,846.3068,Success,2.62,2.52,2.65,-2.86
147,1427,-129.035,Crash,5.17,1.87,1.78,-5.33
148,1427,-145.4879,Crash,9.05,1.3,1.42,-6.83
149,1427,-162.4632,Crash,11.54,2.62,2.90,-10.04
150,1427,-135.0401,Crash,6.58,1.44,1.58,-5.05
151,1427,833.9724,Success,3.59,4.0,3.94,-3.85
152,1427,-160.3697,Crash,11.59,2.55,2.56,-10.10
153,1427,825.0506,Success,4.85,2.05,2.01,-4.43
154,1427,-130.1688,Crash,4.81,2.96,2.96,-5.55
155,1428,-140.9902,Crash,6.92,2.95,2.86,-6.52
